,class,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population
6420,p,f,y,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6421,p,f,y,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6422,p,x,s,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6423,p,f,s,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6424,e,x,s,n,n,a,c,n,e,?,s,s,o,p,n,o,p,y,c
6425,p,f,y,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6426,p,f,y,e,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6427,p,f,y,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6428,p,x,s,n,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6429,p,x,s,e,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6430,p,x,y,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6431,p,x,s,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6432,p,x,y,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6433,p,f,y,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6434,e,x,s,n,n,a,c,n,e,?,s,s,o,p,n,o,p,o,v
6435,p,f,s,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6436,p,x,y,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6437,p,f,s,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6438,p,f,y,e,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6439,p,x,y,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6440,p,x,s,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6441,p,x,s,n,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6442,p,x,s,n,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6443,p,x,y,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6444,p,f,s,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6445,p,f,s,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6446,p,k,y,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6447,p,x,s,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6448,p,f,y,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6449,e,k,s,w,n,f,w,g,e,?,s,k,w,p,w,t,p,w,n
6450,p,f,s,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6451,p,x,s,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6452,p,f,y,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6453,p,f,y,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6454,p,f,y,e,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6455,p,x,s,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6456,p,f,y,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6457,p,x,s,n,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6458,p,k,y,n,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6459,p,f,s,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6460,p,f,y,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6461,p,f,y,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6462,p,f,y,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6463,p,f,y,n,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6464,p,f,y,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6465,p,k,y,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6466,p,k,y,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6467,p,f,s,e,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6468,p,x,s,e,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6469,p,k,s,n,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6470,p,x,s,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6471,p,f,s,n,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6472,p,x,s,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6473,p,f,s,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6474,p,x,s,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6475,p,f,y,e,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6476,p,x,s,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6477,p,x,s,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6478,p,x,s,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6479,p,x,s,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6480,p,x,y,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6481,p,f,y,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6482,p,f,s,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6483,p,x,s,e,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6484,p,f,y,e,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6485,p,f,s,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6486,p,f,s,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6487,p,f,y,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6488,p,f,s,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6489,p,x,s,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6490,p,f,y,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6491,p,f,s,n,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6492,p,f,y,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6493,p,f,s,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6494,p,f,y,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6495,p,f,y,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6496,p,f,s,e,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6497,p,f,s,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6498,p,f,y,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6499,p,f,s,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6500,p,f,s,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6501,p,k,y,e,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6502,p,f,y,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6503,p,f,s,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6504,p,f,y,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6505,p,f,y,n,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6506,p,f,y,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6507,p,f,s,n,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6508,p,x,y,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6509,e,x,f,w,n,f,w,p,e,?,k,s,w,p,w,t,p,w,n
6510,p,x,s,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6511,p,x,s,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6512,p,f,y,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6513,p,x,s,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6514,p,x,s,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6515,p,x,s,n,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6516,p,x,s,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6517,e,x,f,g,n,f,w,p,e,?,s,k,w,p,w,t,p,w,n
6518,p,f,y,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6519,p,f,y,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6520,p,x,y,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6521,p,x,s,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6522,p,k,s,e,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6523,p,k,y,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6524,p,f,y,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6525,p,x,s,n,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6526,p,f,s,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6527,p,x,s,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6528,p,f,y,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6529,p,x,s,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6530,e,k,f,w,n,f,w,p,e,?,s,k,w,p,w,t,p,w,n
6531,p,k,y,n,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6532,p,f,s,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6533,p,x,y,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6534,p,x,s,n,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6535,p,x,s,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6536,p,f,y,e,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6537,p,f,y,n,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6538,p,x,y,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6539,p,f,s,e,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6540,p,x,s,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6541,p,x,s,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6542,p,f,y,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6543,p,f,y,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6544,p,f,y,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6545,p,f,y,n,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6546,p,f,s,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6547,p,f,y,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6548,p,f,y,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6549,p,x,y,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6550,p,k,s,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6551,p,f,y,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6552,p,f,y,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6553,p,f,s,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6554,p,f,s,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6555,p,k,s,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6556,p,f,y,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6557,p,f,s,n,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6558,e,x,s,n,n,a,c,n,e,?,s,s,o,p,o,o,p,b,v
6559,p,x,s,n,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6560,p,k,s,n,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6561,p,f,s,n,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6562,p,f,s,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6563,p,x,s,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6564,p,f,s,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6565,p,f,y,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6566,p,f,y,e,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6567,p,f,s,n,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6568,p,x,s,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6569,p,x,s,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6570,p,x,s,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6571,p,x,s,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6572,p,f,y,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6573,p,x,s,e,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6574,p,k,s,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6575,p,x,y,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6576,p,f,s,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6577,p,f,s,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6578,p,x,s,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6579,p,k,y,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6580,p,x,s,e,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6581,p,f,y,n,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6582,p,f,y,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6583,p,f,y,n,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6584,p,f,s,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6585,p,f,s,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6586,p,k,y,n,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6587,p,f,y,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6588,p,f,s,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6589,p,f,s,n,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6590,p,x,s,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6591,p,f,y,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6592,p,f,y,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6593,p,x,y,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6594,p,f,s,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6595,p,x,s,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6596,p,f,s,n,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6597,p,f,s,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6598,p,f,s,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6599,e,x,s,g,n,f,w,p,e,?,s,k,w,p,w,t,p,w,n
6600,p,k,y,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6601,p,x,y,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6602,p,x,s,n,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6603,p,x,s,n,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6604,p,f,y,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6605,p,k,y,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6606,p,x,s,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6607,p,x,s,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6608,p,k,y,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6609,p,x,y,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6610,p,k,s,n,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6611,p,x,s,n,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6612,p,x,y,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6613,p,f,s,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6614,p,f,s,n,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6615,p,f,s,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6616,p,f,s,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6617,p,x,y,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6618,p,x,s,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6619,p,f,s,n,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6620,p,f,y,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6621,p,x,s,n,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6622,p,x,s,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6623,p,x,s,e,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6624,p,f,s,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6625,p,x,y,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6626,p,x,s,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6627,p,x,s,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6628,p,x,s,e,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6629,p,x,s,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6630,p,x,s,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6631,p,f,s,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6632,p,f,y,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6633,p,x,s,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6634,p,x,s,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6635,p,f,s,n,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6636,p,x,s,n,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6637,p,f,s,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6638,p,k,y,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6639,p,x,s,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6640,p,f,y,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6641,p,k,y,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6642,p,f,s,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6643,p,f,s,n,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6644,p,x,s,e,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6645,p,x,s,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6646,p,f,y,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6647,p,f,y,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6648,p,x,s,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6649,p,f,y,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6650,p,x,y,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6651,p,f,y,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6652,p,f,y,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6653,p,x,y,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6654,p,f,s,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6655,p,k,s,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6656,p,x,y,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6657,p,x,s,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6658,p,f,s,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6659,p,f,s,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6660,e,b,f,g,n,f,w,p,e,?,s,k,w,p,w,t,p,w,s
6661,p,x,s,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6662,p,k,s,n,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6663,e,b,s,n,n,a,c,o,e,?,s,s,o,p,n,o,p,y,v
6664,p,f,s,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6665,p,f,y,n,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6666,p,x,y,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6667,p,x,s,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6668,p,k,y,c,m,a,c,w,e,c,k,y,c,p,w,n,n,w,c
6669,p,x,s,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6670,p,f,s,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6671,p,x,s,n,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6672,p,x,y,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6673,p,x,s,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6674,p,f,s,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6675,p,f,s,n,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6676,p,f,s,n,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6677,p,f,y,e,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6678,p,x,s,e,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6679,p,f,y,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6680,p,f,y,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6681,p,x,y,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6682,p,f,y,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6683,p,f,s,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6684,p,f,s,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6685,p,x,s,e,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6686,p,x,s,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6687,p,k,y,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6688,p,x,y,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6689,p,x,s,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6690,p,x,s,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6691,p,x,s,n,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6692,p,f,s,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6693,p,f,y,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6694,p,x,s,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6695,p,k,s,n,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6696,p,f,s,n,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6697,p,f,y,n,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6698,p,f,y,e,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6699,p,f,y,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6700,p,f,y,n,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6701,p,x,s,e,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6702,p,f,y,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6703,p,f,s,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6704,p,f,s,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6705,p,x,s,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6706,p,f,y,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6707,p,k,y,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6708,p,f,s,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6709,p,f,y,n,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6710,p,f,s,e,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6711,p,x,s,n,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6712,p,f,s,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6713,p,x,s,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6714,p,f,y,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6715,p,x,s,e,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6716,p,f,s,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6717,p,f,s,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6718,p,x,s,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6719,p,x,s,e,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6720,p,f,s,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6721,p,x,s,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6722,p,x,s,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6723,p,f,s,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6724,p,x,y,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6725,p,x,s,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6726,p,x,y,e,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6727,p,f,s,e,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6728,p,x,s,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6729,p,f,y,n,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6730,p,x,s,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6731,p,x,s,n,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6732,p,f,s,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6733,p,x,s,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6734,p,f,s,n,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6735,p,x,y,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6736,p,f,y,e,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6737,p,x,y,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6738,p,k,y,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6739,p,f,y,n,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6740,p,x,y,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6741,p,f,s,n,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6742,p,x,s,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6743,p,f,s,e,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6744,e,x,f,g,n,f,w,g,e,?,k,k,w,p,w,t,p,w,s
6745,p,x,s,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6746,p,f,s,n,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6747,p,f,s,n,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6748,p,x,s,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6749,p,x,s,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6750,p,x,s,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6751,p,f,y,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6752,e,b,f,g,n,f,w,w,e,?,s,s,w,p,w,t,p,w,s
6753,p,f,y,n,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6754,p,f,y,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6755,p,f,y,n,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6756,p,f,s,n,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6757,p,f,y,n,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
